rank	node_id	node_type	entity	label	pagerank
2598	11364778	ADDRESS	1HdeVNqNPMKpJB2YGt1XQxjqzcaXVTtkPF	null	4.589804921e-6
2599	104633354	ADDRESS	1Gxp6nN3Yq6qUG15nJUgfZ3Y6DLtH96z2u	Luno.com	4.589759827e-6
2600	15636657	ADDRESS	1Du8Zy6TS6dGaj8dz2VNEYn1ngdzJFXB3P	null	4.588441824e-6
2601	12343143	ADDRESS	1D9Acoi3pnuJhi2rw4sEftNJmzR6KezrEy	null	4.583086998e-6
2602	90683999	ADDRESS	1NWjohbitukuJ7QzQuTSWVW6hFAVxqSVha	null	4.582430832e-6
2603	86350681	ADDRESS	#748947	null	4.581022399e-6
2604	250023716	ADDRESS	1DgeZRHR43Xvbj45QTWxp6aaypAL7VFncu	null	4.577997807e-6
2605	198197075	ADDRESS	3PbjHqdx85zvi9xkYMUhuLEB6wLKrpM5X9	null	4.573709767e-6
2606	85495918	ADDRESS	1HXWENmNkUkaZxeiyjWogk2QnQkJe4CJm7	ePay.info	4.572593018e-6
2607	137934821	ADDRESS	14GQrUcVANnNLWw5vXkVbHkiZWCwyfQcbh	null	4.571110398e-6
2608	284125093	ADDRESS	1MBGFAh6uEmyVFBJhUfZJwUpqHdxokjWkz	null	4.571023857e-6
2609	400063664	TX	3a126a03beca048fec3804f647cb77de7ec7440e1b60aaa784ca2c9b92abba15	null	4.564722938e-6
2610	385957696	TX	d397a775113a5dbca58f284281d901de90a91898818a48b51374f58596e8ff0f	null	4.56271475e-6
2611	250102402	ADDRESS	1M2Cq3g2xnFmFNZSDwdK25nbH9fGWFNBae	null	4.556135826e-6
2612	48404626	ADDRESS	112wKj68ePUBruY4TaLEFUbgNcvc7nRZY2	Huobi.com	4.554400939e-6
2613	199266233	ADDRESS	1HGCyiK4w94JhF94rFqT9CDJrbgpA6NeAu	null	4.551161208e-6
2614	398159170	TX	364d67a967e33c649b6d92a11d30a70af4b35e6aabb7d3e77e1e1c67728445b6	null	4.548461432e-6
2615	9840257	ADDRESS	15NhnKNUjBmghUbKQVN3bckNwk5JTbrj3f	null	4.547678496e-6
2616	27947925	ADDRESS	15WtLXz24WitRWtfdEzWPWZJYYDEBjjhUf	null	4.546418177e-6
2617	382752944	TX	e2c31f5d855d385b56a3d47e2aeebdfade1d4597e50bdb5185aa9f16294614ae	null	4.544610512e-6
2618	93721918	ADDRESS	1GHZQiMT4dUc9xZeu6pXLPn8jWf9SYYim9	null	4.542863303e-6
2619	11105725	ADDRESS	1GsdEPdUxpZ56jZAs5PHZzc488qZdd3V7C	null	4.542336472e-6
2620	140024512	ADDRESS	1NjiUhvSFcP4Vh7Suywk3FGFtBRhbQRQAD	Bittrex.com	4.533848622e-6
2621	74262548	ADDRESS	1bonesv1vFF9ANRLjpAcZayvVupCBC6Vr	BitZillions.com	4.532808013e-6
2622	56177143	ADDRESS	16EbtdyjrXqDUt3BEHngM9iftPZAGpB7fZ	BTC-e.com	4.532099602e-6
2623	157230463	ADDRESS	1BhwN24tJrGskV9zZoko7BQtiC9zwJ8Bxw	null	4.529318693e-6
2624	51625959	ADDRESS	1C99MJzqhifN3WF8T2PK2B5YNGvYVfpsx2	null	4.528539232e-6
2625	494062288	TX	b6d6305581708f5aa0ac44eb7dedd8bcfc6b0cba9a3f70fd2000382fc50c3cb6	null	4.528077294e-6
2626	18478609	ADDRESS	142M9LqikAJsNoAP9q85SVCPEEpTM56L9J	null	4.526832957e-6
2627	103354031	ADDRESS	1JVc2DeqY3V4AwLu4Fvhjwjhc6DFtDtyG6	null	4.515206041e-6
2628	415970056	TX	dad88e47082ad8d19e9d6109340b77c39437eac8793e75a40b2af3fdcd0d6781	null	4.511282965e-6
2629	58354319	ADDRESS	1JDP9m9ECeA9YYzjVkVZkBLRgKvEpb3gxU	null	4.504805882e-6
2630	155894923	ADDRESS	1MBUHUPh3DQ2jaUc4mnVGQjtU9BUX4eaTG	null	4.50476533e-6
2631	172372314	ADDRESS	1NjWoz1djcNo2BhMLewLdepqUm2NBMqMxp	null	4.502660524e-6
2632	224098230	ADDRESS	1HfHynxmKW8KHeNeeDasn62eNivqoXbSM8	BTC-e.com	4.491073389e-6
2633	24460694	ADDRESS	1ANGELwQwWxMmbdaSWhWLqBEtPTkWb8uDc	null	4.490291633e-6
2634	532378210	TX	b6518da207966ca5646bd4718072b1ec983f93b445a05d3013c155ce7bba38a8	null	4.489442956e-6
2635	231497801	ADDRESS	1Pa8JdKWzbfDJ2AKwpeE5DQabSYvTsvnqM	null	4.486908602e-6
2636	13776492	ADDRESS	1BpenLeGL2jV9KPrPrMoWMLMHPrPG7ETyR	null	4.485666642e-6
2637	83543210	ADDRESS	1KSsAcvMd2fAe78cve4NuuJ2dn33BvYXi2	ePay.info	4.484635579e-6
2638	41771611	ADDRESS	1Ck9ZstQnpbnySXkdigBnfdMSKC6jYCuJ1	BTC-e.com	4.483991936e-6
2639	42101612	ADDRESS	12kqa22QaGUTR6FUM4akSxHk2ezpddYtPN	null	4.482923205e-6
2640	473399773	TX	49389a08bd7119b8fdbb2de6787c3f03578cfbd4f12a526e04b24a3cdffcc854	null	4.482674912e-6
2641	137934819	ADDRESS	1DhaiZJwhX1zB7A5HtmMSvnse5uCokykb6	null	4.481502606e-6
2642	18006673	ADDRESS	1MH1cNAbjpZAGE1CVJksbuXXSptSYJF1us	null	4.477826881e-6
2643	151886902	ADDRESS	1BhWjgwHYyByL7JVa1ntxij6NCeXMSzps1	null	4.477447307e-6
2644	526410941	TX	b16d6ef9f465e0f55d2290c041ce81aeaf159ae52acb76dc6e7073a4d9bdd66a	null	4.476582721e-6
2645	56614315	ADDRESS	16AnRMk4DMM2Mo1iz3Jb46dGBzfBJtd761	null	4.473547532e-6
2646	98185966	ADDRESS	1BTvPYxMduAsY2MQziR9bn4W2PuqgGwyUF	null	4.472760128e-6
2647	380548758	TX	cd0ca427456bc3b8471ff1aaa591941b6bd458bc7f2afa388a0beac2c017e2f6	null	4.47266405e-6
2648	442654582	TX	43278acfec2ccf4f65558b7af11d09adcd13e93fb88aad8122fd3c992cc4aa5c	null	4.465992119e-6
2649	459430250	TX	0c88c45f57eb85e34d97c6ede16c4a4e6a2a173fcda6e5bb1384957ab624a526	null	4.46295854e-6
2650	284215553	ADDRESS	3FwfRp2L3XzoGUKiu7DjpTGCJ5NThv6kt3	null	4.462888058e-6
2651	478429748	TX	81c7c6f4f63b0cc156b68e0bedd5fb4c469bcc0c4cef54f09adfdfa1af8dd54c	null	4.460518089e-6
2652	136994558	ADDRESS	1EzeQCwNu4XUHMVb5tnix56PSfN5PdeKbu	null	4.458004245e-6
2653	104392477	ADDRESS	1NkDgmWnuMYXrqXyFgQcAfaxJt93Sm5fHd	null	4.455940568e-6
2654	133720529	ADDRESS	1JydBsXSnZyRM1ENyd48ZREGU55hzFNW3w	null	4.453859511e-6
2655	35763593	ADDRESS	14S6kiHzVNcSCA9TCiPaEGJfSiP1HHokEd	null	4.451594631e-6
2656	97749806	ADDRESS	174sinhLa5JEuJdeHvAhoG1CrL7dpRjqBe	null	4.450336477e-6
2657	10270052	ADDRESS	1Qt3NvT49fD8JM3V58qhmT7V8DXEVmyHr	null	4.448991879e-6
2658	418989900	TX	a24b13df3e434da1ec9fff0c7642078287de49d21305e5037b3b8881834e6202	null	4.446821046e-6
2659	174081508	ADDRESS	1KjsubHSgFUDBR1ExMUPL1kng4mgQGRVcN	null	4.446603129e-6
2660	282776404	ADDRESS	1A7znRYE24Z6K8MCAKXLmEvuS5ixzvUrjH	Kraken.com	4.443589195e-6
2661	478668172	TX	b0f9a2b699f578adc4ae6c029d644984ef926eea5265ceea23fdd8ee7cd29aa6	null	4.44313051e-6
2662	102695120	ADDRESS	12nwf911xHVsA6yYoWmQKmsUpnDrLZdicz	null	4.442229024e-6
2663	21366907	ADDRESS	1DVjRT2fUGnPDTtPddMAxVbRYdiH77eH7e	null	4.440669739e-6
2664	439218761	TX	22e13e2cf3bed9bd51c2f3398021ed0f3dd42fe1cf6b607813848fa4daf09d8a	null	4.440182568e-6
2665	33165381	ADDRESS	1JjAkJBjgddHzP4ri7ZtZDKmcUAJ6rcYBw	null	4.439292906e-6
2666	8705168	ADDRESS	1LovexaZcNCW3Ebm2MehyUwJ5tnQ1sWTPz	null	4.437651976e-6
2667	218984105	ADDRESS	31xXpyVFPqotexnfnjEMRxF2LJ8gevUqRd	null	4.436626525e-6
2668	6402924	ADDRESS	1Eib2h9NdiqFeUpma4vsvmaqgis5R8ebf2	null	4.436126658e-6
2669	126967513	ADDRESS	18S7kBuD3ARtqjc6HB96pDPBaGPRJiTAJb	null	4.43370066e-6
2670	7392135	ADDRESS	1EP4rM8hLZCRSWPNZDWJp9zdvmoWYkkgbQ	null	4.431895144e-6
2671	137465646	ADDRESS	1changemHKW3HmgasUL76C4zGJC9PmMcb	BitZillions.com	4.431880855e-6
2672	96715238	ADDRESS	3MbiUzrxs7tkpBZa57iCh3L2yvdCHTTDNf	null	4.431648451e-6
2673	487976899	TX	7f131bbc7a90055e5c64c8dd130dbe1d872afb278645c2c4fae035cbdfdc4a35	null	4.430236772e-6
2674	140975155	ADDRESS	3JP5xHozKHvd7bc5QV3L4PBdSLY2QXmntY	null	4.425038874e-6
2675	73886697	ADDRESS	15bQN8vZURwHgGHS5uG2qZEBx3ffYBymd3	null	4.421510084e-6
2676	87387264	ADDRESS	1XkDqzExZK9kGcna6fEySUzKDs9zsEnPi	null	4.419640161e-6
2677	145960037	ADDRESS	1R5Z1taSRhjegprZeLtnxrz2CLuUj7K2C	null	4.416057583e-6
2678	398513601	TX	ea95ec77a5c58e5d0dddd8cce45eef38e5860f72f34749b76076dad7a8db46bb	null	4.415504533e-6
2679	468741568	TX	46b82a15fa11adea97d6bbf3c7104d2b0adf86dd18a1818b42c7128cdca90452	null	4.415231182e-6
2680	36902857	ADDRESS	1MahZWEaDxcrXrPTV9BJet1FWZ4H4tN4ar	null	4.414599694e-6
2681	461861685	TX	1e2994046015a5a8fd6e4dc979662281de23688d0e19fb256279608ca5d14016	null	4.412475208e-6
2682	71984751	ADDRESS	1PxEEisNJDc3uAe75vbAsb4jkUyV8QhNYG	null	4.409913589e-6
2683	138168929	ADDRESS	1435PHvsf487DgSkAt1MKry6V8PEDicTnK	null	4.409805268e-6
2684	63422186	ADDRESS	1Q5EUGEntaP5qq6Vh1GF22tU7KmTkpQaiD	BTC-e.com	4.409004948e-6
2685	108132013	ADDRESS	1BJnKbNemB3Ap8PNpqcUNkz8zWhxoSD8He	null	4.408846011e-6
2686	471043320	TX	afb1a7bcc5827a8a17d6229aff8025ed9a89e8909b01727cb8c661b2eac27b55	null	4.406541752e-6
2687	14808469	ADDRESS	17iDZbLSDW3R9rygiNKefGw5K582EWL6cu	null	4.40606903e-6
2688	55126145	ADDRESS	1Pgun2Tpj6CohVvKPbyKzMJrcXppY6JuE1	null	4.405102157e-6
2689	135246615	ADDRESS	1EcQRdvaTWv57sPhtcoBAQFiM5joNJKp9V	null	4.402624096e-6
2690	477130880	TX	451f321fde0630118caf919db6baf76f50af85bb88096d59ca100161d1577cd4	null	4.40180766e-6
2691	117065957	ADDRESS	1hNYoXJHzUyRvWhwMJV7pEgwZZBuSExuF	null	4.401574365e-6
2692	18006579	ADDRESS	1LkfNA4vWjgsn1ymk51XSanKFSWBcf6H4h	null	4.398282562e-6
2693	45384448	ADDRESS	1QF2RD8EVgfdLcQocJeSMkv6zfZCtcMt39	null	4.396508815e-6
2694	60563801	ADDRESS	3CQUE5A1pL5eetGDx9UktZnQyV3FHCVjkt	Bitstamp.net	4.39605877e-6
2695	494744648	TX	e9c8322762d56637a203d8e8ff99183e70d2d4772244970a6b5b8b8086026374	null	4.394312249e-6
2696	145770123	ADDRESS	1EDBJvseZfKVX4jdrg3dhBFTPmkp5ycmsi	null	4.391640108e-6
2697	273908354	ADDRESS	1CaKV6urH2Q8HN7JqixSbFBVvxBRsmPNcm	null	4.39121314e-6
2698	151624433	ADDRESS	1Lxae2jbJCBJCXSkTzjn3RFCmXZ17D3THr	null	4.391181297e-6
2699	9237304	ADDRESS	1JUh9HC6HrSpJ5qeygkc7DCNdFAuoUzBMA	null	4.387773908e-6
2700	389265335	TX	60292c9f970db66fe1afd989e42f21c7242da45100bacdda68df278006a78954	null	4.387640983e-6
2701	533408692	TX	dd95a86f459de2133764bdaea49c7855d07c70329f4d2009092501e534efc578	null	4.387415432e-6
2702	145068500	ADDRESS	1621jj4NTc2U5S6JdXmnHeHkWEHPheU79w	null	4.385113911e-6
2703	29622189	ADDRESS	1CrackvPpntHLHcu1EQKhM7TY5wrpdpQuE	null	4.380872953e-6
2704	204219542	ADDRESS	1NQk8enm3g61NeTA1u4H1eKPDo6LoKWoBs	null	4.380142255e-6
2705	97728554	ADDRESS	1Fw6mNNhtsUcKfVknP7EN7Ktn1nXVPDKkr	ePay.info	4.380019492e-6
2706	467432900	TX	a735ea1698ae65c638a2887a99d67a31f92d1d10e2a610dfd69c6b8e08a3f88d	null	4.379562017e-6
2707	18006655	ADDRESS	1BjPT5DfvfZjJ7QGW39TRxT2nPBvQnqdVE	null	4.378050511e-6
2708	156805321	ADDRESS	13cYn3svzojwAFRpuXMuiNW8wseupxQVp9	null	4.374963147e-6
2709	61945885	ADDRESS	3KYEMZfWaGSsNKj8ypR9xLzYmUDQyGeMFG	Bitstamp.net	4.374120116e-6
2710	148026419	ADDRESS	1D3MAVHhpfw9ChCYY7kxqLpZyxxnr4ddpy	null	4.37359557e-6
2711	267716622	ADDRESS	16fju3cbJXsYnzX9PQ15BkcgPEDpMs1uvK	null	4.370820987e-6
2712	100115645	ADDRESS	12cvmhgZ6WP45fy4WQVHqyLSNzJLtd2Fna	BTC-e.com	4.370176051e-6
2713	243079956	ADDRESS	1E4cbvRHEhxJUy1sBQmg9iQFxvhktvTTaC	null	4.370051417e-6
2714	46906700	ADDRESS	1ZQoXwBvoJkg8Sufh72cPcRgSDPeyFjcn	Huobi.com	4.369165988e-6
2715	177617217	ADDRESS	14sgzX1hfCoC1p25PWucMZrVVj2uQeSWnY	BTC-e.com	4.368537104e-6
2716	144931474	ADDRESS	19ssDHBxj5U9Db5GseDe5ZgYVnUmWrEcvU	null	4.368178783e-6
2717	51640744	ADDRESS	19CvYwMoeoKve4iPf68mBXBL7FusrHaNad	null	4.363507434e-6
2718	6870121	ADDRESS	1NpwbGSr5wFSh9Yji79oLhn5B8oeTy6EVC	null	4.363410263e-6
2719	125942644	ADDRESS	1Jug8k7J7egQG98vU5CCAYUSHDQQvfhqTE	null	4.362024583e-6
2720	80791509	ADDRESS	1LjnFJafBByJKDSvtz4FraXXNhZkfezRQT	null	4.361998514e-6
2721	29564974	ADDRESS	1AyRmvqe99mRWU69w8Hbaeej8twMpdeiKm	null	4.361603372e-6
2722	280886350	ADDRESS	38ZpQSGihheQYY5xxTR9fHxdC6DYSUjeRe	null	4.359058111e-6
2723	264489565	ADDRESS	1E2txSGbcu3CaApMUp4CzrNKWpawLJiAm6	null	4.359006853e-6
2724	425819338	TX	8cd655a058292aa72d31b84a7134879ca5fbda5b0c81ce222ed566001e32e7f1	null	4.357849935e-6
2725	75061047	ADDRESS	16e2gS7gBqsGAww5aDPegkN88Be9wL1RLd	null	4.357071942e-6
2726	202038413	ADDRESS	35UvykBryA5H64ehEyxfRqq7wWJAAkxDZU	null	4.35670499e-6
2727	2585048	ADDRESS	1A8JiWcwvpY7tAopUkSnGuEYHmzGYfZPiq	ePay.info	4.356457674e-6
2728	501452782	TX	0b3a37bb8e76936c22cda4b383eac1da6ada33313b585c08fa445b4c63dd9b92	null	4.355474742e-6
2729	71687134	ADDRESS	1GQQhT3c2iwvh6x4DPEHRYWBJA37cWpmw4	null	4.353571639e-6
2730	107147568	ADDRESS	1A2TJEftLMf4uKkSN4H4WqbNr9WxHibzpE	null	4.351755938e-6
2731	465962024	TX	b30d110ca020da6eb71585ee1ef4ddc540e30aa26953bd19defd37c3558ec47a	null	4.350932748e-6
2732	438518806	TX	9a99b7f2a5e196ec7d421056604d197830572e79b02c08495a71f8fb09ddac4f	null	4.349171119e-6
2733	74924732	ADDRESS	1FQteUNuev3r7nTnKiuMekAHdYCwkhwHEg	BTC-e.com	4.348818728e-6
2734	65709092	ADDRESS	1Ed7KMbCARkqWDsdxZWn9mVNwiztnSNiwK	null	4.348060803e-6
2735	14404668	ADDRESS	13WpuFiLydbodpXAYWeK8ChsZD6Wv4t6pn	null	4.343112581e-6
2736	144870143	ADDRESS	1JXy1Bit3qnQbVpwKK1uvt8vd58d5r7Ay9	SpectroCoin.com	4.339187026e-6
2737	79584823	ADDRESS	16r6PUjCYnHQouneJZMLNCzPHAhJ8teKJX	null	4.338836146e-6
2738	80221068	ADDRESS	1Lsn5vr4YQso6xgB2CPPNs9esVutfPvhPp	null	4.336054045e-6
2739	498826351	TX	b5e265f7c121b1f492249da81c464ecbee54e41e92069f47a8b8325e7be203e2	null	4.335064422e-6
2740	459441021	TX	a122b0cf3a49097a7f48c7af101eb7fd50dafc15593ff7c987f15094b86ae9d4	null	4.329432762e-6
2741	57620860	ADDRESS	1NSNEo6fFvmnj42jw1eG6bhFWwBfrZSvv9	Kraken.com	4.327888623e-6
2742	20188034	ADDRESS	12royQW8VhuohPGrNAPcSuz6xMSFrNEGPM	null	4.326209714e-6
2743	152756756	ADDRESS	3LPdvjKRt5BCfe384SmaGTLEQi4po9JTMK	null	4.325522609e-6
2744	42490160	ADDRESS	1G39AdL3DCGE4hTv9ZRvM6QwgZ2RxHt1oU	null	4.324332908e-6
2745	34424087	ADDRESS	1Ms44T9PWUsSfrBibN9jLJqcJUbfpM689p	UpDown.BT	4.323998224e-6
2746	42239477	ADDRESS	1PxAP6dcCmpvoSEbA5TqkdML413fD3PAAg	null	4.323865079e-6
2747	277896831	ADDRESS	1AEsE6nDtkuHUMhTJ9nc5X182ojScUqGDo	null	4.32294596e-6
2748	468499899	TX	289d1d1d578fafda32f63d770b562fa834304681831b4829fe00e3d9af55029b	null	4.322255438e-6
2749	42664014	ADDRESS	1946xn8mbQR2QJsLLb1Nh3Jo1dYDBWASfZ	null	4.322070537e-6
2750	124655970	ADDRESS	1KtfharDW8C6tqKPRzQvY4MDiC4nQqrnXS	null	4.321978644e-6
2751	17169479	ADDRESS	168FscHAP9wwWM9EBQy1jvQ5RkWABgPu1c	null	4.321307192e-6
2752	464188632	TX	7ea5f0305d8882f4fa493db28ecfd23970a8821b87747e9772709125cdaf8003	null	4.319251556e-6
2753	253813312	ADDRESS	3CAnTrX9eFZodpyjoyR5hv6VxgLAdBvXUS	null	4.316658514e-6
2754	222385510	ADDRESS	35xP6YsR4t5TLYXwx8ADGuWVjW5we8rSut	null	4.316581163e-6
2755	55430557	ADDRESS	1bonesrnVHLNMW8aXB7hVrTUcLDgS9aZv	BitZillions.com	4.315645625e-6
2756	452971214	TX	9f68df9b4842dbc96fabdca7c2841baea48d6c79fc25c920bac614828a712807	null	4.315405744e-6
2757	7404860	ADDRESS	1Di6ux3CQBNXCZLD76BsnYWDo6XnFGzQah	null	4.313311697e-6
2758	34717007	ADDRESS	131tcRf5g5mQCj7JdNjgaXozjZvGkguQje	null	4.312717224e-6
2759	531540446	TX	5807c32d2fe199b912003fa462aa8861d0bf51edfd0d30788f09ad3f4fc6d5c5	null	4.311401993e-6
2760	100613115	ADDRESS	19sYSU5WzFL6QShQkhX5WVwqNQ7HhxV7WZ	Coinmate.io	4.311076475e-6
2761	202756918	ADDRESS	1CoWHE4gQP2RygR6QapoXE751iqyDC8upM	null	4.310799888e-6
2762	58909941	ADDRESS	1Pj57pR9qxrF2DzZLCWaue5iYkeXJFsGBt	null	4.310660106e-6
2763	526219989	TX	704413e73ff262ba9d2c5a48e3fb3501c228d7d444f5456beb3683748238ba90	null	4.308607566e-6
2764	140953061	ADDRESS	16WiGJHxSx9cw89DA73y9Q6UCn66UsKhqa	null	4.303948115e-6
2765	17378384	ADDRESS	1KQXkZHf6GieduMEKntrDSdZqKNr6iRBvE	null	4.302217461e-6
2766	468371866	TX	06c88e2a84ed3b703b7f0262df6a0536efedcf799f2c976d823866369b34554c	null	4.301899987e-6
2767	166958654	ADDRESS	3NgjxvxtWQKyF5hgLgYq7u7cMK9Ec2pERo	null	4.301211416e-6
2768	168314283	ADDRESS	1GvXLSn5txAmxwhWJe8qCosmoARb28BaGJ	BTC-e.com	4.29988459e-6
2769	538438816	TX	ccfe1e8ccf0218cf1e88a47c8696f51f7fcc74cb9c44ec35b586dfc24a19bd2e	null	4.296796618e-6
2770	147005633	ADDRESS	17kW6jktF4wGiZWdmgqWkRaMpHswGbWzK6	null	4.294698832e-6
2771	74577022	ADDRESS	1CpfFQufBjrrJjaKrReNcxVis25nEtYk7o	null	4.294317245e-6
2772	128012257	ADDRESS	3GmEKphsBEDKabbYS9yMxYaSX1AYUsZgrY	null	4.290141051e-6
2773	236374151	ADDRESS	1JLeBSbh4UY283aFE2mG6WyMnx9yuSUQ2Q	null	4.289424895e-6
2774	13265776	ADDRESS	1KEYSScMSXowtXteeVmvMKXswVHefRTJfS	null	4.288455993e-6
2775	41318381	ADDRESS	1MFD4gz5u9XADFzkYd8yJ2v3obvax2PJrm	null	4.2880337e-6
2776	240703555	ADDRESS	3NmqKpVLAH3QHBcHYonAA9zmzimgP3B8wy	null	4.28759374e-6
2777	30957397	ADDRESS	18RMDKrLKmdJa8ymrUox4beTxATPe6MzPT	null	4.285546913e-6
2778	9518093	ADDRESS	1FCLtJdFid2UCvwmMk4Rs81JGmqL17RFPG	null	4.283943696e-6
2779	9939426	ADDRESS	1mcVJWvrrjQZjdtpwXCXLx5dyEtdaAkb5	null	4.283431611e-6
2780	156574901	ADDRESS	1MRAwhbZKntAM5B3E4e9v3t26h5XRJb635	BTC-e.com	4.283230648e-6
2781	433625479	TX	719cee940cf395712d666372c792e9cc999cd21282b4f3a1c1177efb8222654c	null	4.280009296e-6
2782	510602864	TX	6c14ac95b6c7787536c09736494b21950e26b899964ef88ab453fbae5f1da6de	null	4.275373178e-6
2783	538741642	TX	4514ad88774fd336c9d216acd1c723a0f3081c3fc9010b311dee144d8209522d	null	4.274870102e-6
2784	25035919	ADDRESS	18GtRDu5C6sPDAQ1YFu7VVuvrqciFPvSq	null	4.274434264e-6
2785	28089118	ADDRESS	18pjFofBdG33iCoEbQKbAi6rcEnMkW1LDi	null	4.273043766e-6
2786	396723623	TX	4c7772cb329ccc9ec1f3b84ae1c2fdf229fbebc3ec88e477697496b5329810b1	null	4.272708668e-6
2787	206308386	ADDRESS	3Bu2HQhWqS1L5gy3CZEemR8RhRY4ipfHvJ	null	4.270630568e-6
2788	440075403	TX	a27827b796cfab996a76953a6f2694d27ffda663a04075c667002db64df80c85	null	4.267566273e-6
2789	89551574	ADDRESS	1KXTqG2KGiVEUA6wgQKGHBwbW23tpVSpGZ	null	4.267465322e-6
2790	197341005	ADDRESS	1Go8Ww5VRqsXDwTxAHeezNTP6nLx5upGpN	null	4.266316615e-6
2791	488956669	TX	516881f08ed8c99d5ab2b18f4e069cc8551fefc937af4f7134e84e956895c540	null	4.264278011e-6
2792	211064240	ADDRESS	39wCRCshiStqxoHtQds6CqbSgn2gAPghqm	null	4.263623471e-6
2793	196437878	ADDRESS	3NcgvA5LKg7G4FP4r719E9U6wCCGFVq4T2	null	4.261699222e-6
2794	89704347	ADDRESS	13Z87DbLTtnAkmQthTB39CDVqjR2hiR3hh	null	4.261407785e-6
2795	105974932	ADDRESS	38KyQwcadXTL5HA4dK1xzuUrht5oahkBEb	null	4.260445938e-6
2796	119659520	ADDRESS	1713vWZeZutpG698WCgybrtLPy48wGbhT5	null	4.259685934e-6
2797	280964172	ADDRESS	1AGG42fihdvUarLqHRfc3NmfHHhHwLGc6k	null	4.258955051e-6
2798	196475253	ADDRESS	3EeYm8fWs4TP9TcVxhz8xkNZ5kxmGkh7cc	null	4.258935882e-6
2799	534278274	TX	c21d6c63c6234a6e1b1bab875086e00edc02b532044401fc9306247d7c8259a1	null	4.258675497e-6
2800	59926425	ADDRESS	17LFQzMNxZrNgQv1gqunebVbBk1aFV6zXh	null	4.257788004e-6
2801	8299015	ADDRESS	1GmREU2gwcvQHRQFgwHvbD4dyL8iryCPMY	null	4.251406105e-6
2802	426500846	TX	cdefc5b55dfc4506329045b6eb55ae0cdf0cbe3591707f456ff68d0f6ab5a849	null	4.250201684e-6
2803	20838726	ADDRESS	14cYAhJRknBkXDtG2r3VEMS8b6UeozngrQ	null	4.249609322e-6
2804	208561160	ADDRESS	1HPkDiSY7tsCCRJ9scRt44tNdWH5e1TEMM	null	4.246811484e-6
2805	156462377	ADDRESS	16NJRyAAR2bg27Y2iDFVRP4bXnubn3Evem	null	4.246217323e-6
2806	102586210	ADDRESS	3GY1CtrFsryubLcSWYZJBUnQX98gmnGuxD	null	4.244894595e-6
2807	181171968	ADDRESS	1EjSphTVdB5GQZbWpipAbKdTrSNer7H94y	null	4.244047088e-6
2808	234912483	ADDRESS	3JiuYheeaw7W8UykhBNkhXphKgCd794DPb	null	4.24281183e-6
2809	144432807	ADDRESS	122g8Nv5JQukJ2LoxyFvmv8SJ41FmGXgmP	null	4.241545424e-6
2810	400704087	TX	547ff9130e8badcdc5ac4f7c842ba9bc7902fa151f6ced4def55b8cb8531cad3	null	4.241423343e-6
2811	278537917	ADDRESS	15cVveufnou3RUjA7s8wi5KAERsu7WKHB1	null	4.240439352e-6
2812	27752934	ADDRESS	1Prv2XSBJz8awEMiKiX7pxZN1wXSece7EM	null	4.237975599e-6
2813	162557745	ADDRESS	15hTmcSgHQiG4gVj7vBQHHGHS6nW3rxmqA	null	4.236230798e-6
2814	506827341	TX	2a5f56c590ada38e6619b0b98dedfe8809b9dc0877783bfc97c3815148ae4f24	null	4.235914297e-6
2815	177691445	ADDRESS	1JDwH2TWotiVXXqF1c7Nm9SjUKu23zhxHS	BTC-e.com	4.233706114e-6
2816	523802677	TX	7e7dfab34309d71609e0c7dcb59f50506135b69e0bdc1fab348cdbab70da2033	null	4.230125339e-6
2817	129312586	ADDRESS	3JbB366XuviMNBrdnMz1c9UiuVbd21jcqg	null	4.229352313e-6
2818	507815405	TX	7313e2698b673deff13fcc5655367b6dda2408bf278030b0b6b2b8f37ed54b48	null	4.22690436e-6
2819	30438816	ADDRESS	18Hi8b3CteMJUgoTn8ho52othxxhucVRsz	null	4.226541598e-6
2820	18689347	ADDRESS	1Eow62k7V1fBiSufUSkTNJn3NKgN66pYdC	null	4.224869275e-6
2821	50699991	ADDRESS	1M9bYvdkpDNxKk89nCYGdAbsR55pwzXHdw	null	4.223138395e-6
2822	22536119	ADDRESS	1DttmQXCD4bPcHNpGWgLBSpZ4rSH6h85vW	null	4.222819962e-6
2823	9504398	ADDRESS	13e6RiJP9hWP3wAoE3FkkuDj2r6V3K99U6	null	4.222500557e-6
2824	120696218	ADDRESS	1C7joEWLGyCuxtCTdBivnfvicKNL6VKX7i	null	4.222337524e-6
2825	34949137	ADDRESS	1Dim7QfLgqq4W2DX9E9K7f2XHt5XcD3CDK	null	4.221943304e-6
2826	88361672	ADDRESS	1EsesbzLXMrnjWXXaJdG2X2owqHQVo6CiC	Huobi.com	4.219099743e-6
2827	244686061	ADDRESS	18TQ7cMvqkVWuRYhmok1p6JkFAZJPkdn9o	null	4.218976499e-6
2828	447123411	TX	ca446e543312503c07be457b414c0f83015906e73843573387b88edc0eea5d30	null	4.218532561e-6
2829	28087537	ADDRESS	1BquRNJbtLgcnVrdvLJAyeTBX3YSsAx6SZ	null	4.217746422e-6
2830	394420215	TX	54287c8345a0434ad66e30baa2e4fa94af98f1bc29cdac76c56272639e2392c0	null	4.217701736e-6
